incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime
5,22,5,1,4,23.921696,90.308918,ashulia,dhaka,dhaka,36.2,31.5,26.8,176,7.5,82.0,6.0,76.0,44.0,1,14315,36168,30809,66977,117.0,4.7,37909,62.2,21,11,2,2,16,29,14,8,assault
9,37,6,1,2,23.744313,90.373581,mohammadpur,dhaka,dhaka,36.2,32.0,27.7,176,4.5,88.0,9.0,43.0,45.0,2,29419,72381,61243,133624,118.0,4.5,62717,71.3,87,24,9,7,35,110,40,13,robbery
7,27,0,0,2,23.774217,90.353477,gabtoli,dhaka,dhaka,30.5,26.1,21.7,113,0.5,62.0,10.0,31.0,37.0,2,16988,38864,31835,70699,122.0,4.2,30491,67.0,30,8,8,5,12,33,18,7,robbery
4,18,6,1,1,23.90415,90.207946,dhamrai,dhaka,dhaka,36.8,34.3,31.8,143,1.9,54.0,9.0,5.0,42.0,1,14648,37039,31248,68287,119.0,4.7,33098,50.2,23,10,3,3,9,32,13,5,rape
8,33,2,0,1,23.714165,90.402436,bangshal,dhaka,dhaka,28.3,25.4,22.4,143,1.1,52.0,10.0,31.0,34.0,2,7757,18288,15707,33995,116.0,4.4,18069,72.8,9,5,4,0,8,16,6,2,kidnap
9,35,6,1,1,23.737634,90.487611,demra,dhaka,dhaka,31.3,26.3,21.4,143,1.4,68.0,10.0,22.0,38.0,2,8381,21541,17825,39366,121.0,4.7,19460,56.7,20,3,1,3,8,19,6,2,rape
5,20,5,1,3,23.797002,90.436481,badda,dhaka,dhaka,33.9,31.1,28.2,176,8.7,75.0,7.0,58.0,41.0,1,38824,89584,73849,163433,121.0,4.2,65321,71.8,107,31,20,8,41,118,55,18,robbery
3,12,3,0,4,23.795488,90.330681,gabtoli,dhaka,dhaka,36.6,34.1,31.6,176,12.4,75.0,8.0,74.0,44.0,1,18411,40237,33841,74078,119.0,4.0,48361,83.0,38,8,4,4,26,54,23,10,robbery
5,18,6,1,0,23.901987,90.329886,ashulia,dhaka,dhaka,36.3,32.3,28.3,386,20.8,92.0,6.0,99.0,45.0,1,19583,43656,35083,78739,124.0,4.0,33830,63.3,28,4,2,2,18,31,18,6,bodyfound
5,21,6,1,1,23.73589,90.396154,buet,dhaka,dhaka,38.1,34.8,31.5,356,7.3,89.0,8.0,72.0,47.0,1,9429,22954,19194,42148,120.0,4.5,20980,63.8,18,1,0,4,9,16,9,2,assault
6,23,5,1,3,23.804009,90.419169,gulshan,dhaka,dhaka,34.6,32.4,30.3,176,8.9,84.0,7.0,80.0,43.0,2,24999,64819,52709,117528,123.0,4.7,46821,76.5,90,16,12,8,37,85,41,13,robbery
5,22,5,1,4,23.726776,90.40267,bangshal,dhaka,dhaka,32.5,27.8,23.2,143,1.3,67.0,9.0,9.0,39.0,1,19274,45207,39284,84491,115.0,4.4,33098,73.7,33,13,6,5,28,54,21,4,kidnap
4,15,5,1,4,23.703816,90.396162,bangshal,dhaka,dhaka,36.8,32.2,27.6,113,0.8,51.0,8.0,26.0,42.0,1,19459,43688,37395,81083,117.0,4.2,34277,78.5,46,9,8,7,32,65,36,5,robbery
11,46,6,1,3,23.851917,90.26545,savar,dhaka,dhaka,37.7,35.5,33.4,176,13.3,84.0,9.0,53.0,46.0,2,19314,47470,40898,88368,116.0,4.6,54397,74.1,55,7,6,4,16,52,23,9,robbery
6,25,5,1,2,23.74429,90.42251,rampura,dhaka,dhaka,35.4,32.0,28.7,356,11.9,75.0,8.0,66.0,43.0,2,30146,68654,56016,124670,123.0,4.1,52273,62.4,48,16,5,4,23,52,28,9,assault
12,48,6,1,0,23.716656,90.413271,bangshal,dhaka,dhaka,32.8,30.2,27.5,116,1.1,52.0,9.0,8.0,38.0,3,9906,24010,20820,44830,115.0,4.5,26896,65.3,13,3,0,0,7,11,8,5,rape
9,34,5,1,1,23.715206,90.402365,chawkbazar,dhaka,dhaka,28.1,25.5,22.9,308,39.7,81.0,5.0,76.0,36.0,2,15795,38793,32161,70954,121.0,4.5,26294,57.5,18,6,5,1,12,27,9,3,bodyfound
3,12,1,0,3,23.753543,90.375851,dhanmondi,dhaka,dhaka,37.3,34.3,31.4,113,1.3,68.0,8.0,20.0,44.0,1,27741,61128,51839,112967,118.0,4.1,49945,82.3,61,14,8,5,38,81,35,13,robbery
9,35,6,1,4,23.78815,90.333434,gabtoli,dhaka,dhaka,33.7,31.5,29.4,353,3.2,75.0,6.0,51.0,41.0,2,11542,27071,22353,49424,121.0,4.3,22639,74.3,18,2,1,3,8,24,14,0,kidnap
10,42,0,0,3,23.901659,90.235999,dhamrai,dhaka,dhaka,29.8,26.4,22.9,353,4.5,80.0,8.0,43.0,38.0,2,9662,24482,19972,44454,123.0,4.6,20835,72.7,22,4,1,1,10,18,14,4,kidnap
4,17,0,0,0,23.729625,90.477277,demra,dhaka,dhaka,36.9,33.0,29.2,353,7.1,83.0,7.0,50.0,45.0,1,14304,31633,26252,57885,120.0,4.0,38218,59.5,13,3,1,1,7,22,9,3,kidnap
5,18,5,1,0,23.746746,90.366927,hazaribagh,dhaka,dhaka,28.7,25.0,21.2,386,16.5,85.0,7.0,79.0,37.0,1,25182,62341,53074,115415,117.0,4.6,44082,65.0,53,10,7,2,17,45,16,3,murder
5,20,2,0,4,23.72394,90.425673,uttarkhan,dhaka,dhaka,31.8,27.1,22.4,176,16.6,74.0,9.0,62.0,39.0,1,35200,79284,68523,147807,116.0,4.2,59674,73.5,62,24,14,3,29,86,36,13,robbery
5,19,6,1,4,23.748622,90.361329,hazaribagh,dhaka,dhaka,30.4,26.3,22.1,143,1.7,68.0,10.0,16.0,37.0,1,15731,40404,32545,72949,124.0,4.6,28987,64.8,32,13,9,4,11,38,11,7,kidnap
7,30,6,1,2,23.767536,90.357407,mohammadpur,dhaka,dhaka,30.9,27.1,23.3,353,3.5,83.0,8.0,59.0,39.0,2,10202,24158,20448,44606,118.0,4.4,27000,72.8,19,9,1,4,12,19,9,4,assault
4,14,5,1,2,23.789936,90.47203,badda,dhaka,dhaka,31.4,28.4,25.3,176,6.4,70.0,6.0,75.0,38.0,1,12242,30007,24488,54495,123.0,4.5,20481,64.2,16,5,1,3,10,17,10,7,assault
6,22,3,0,3,23.907437,90.22956,dhamrai,dhaka,dhaka,34.3,29.8,25.2,176,15.8,81.0,7.0,50.0,42.0,2,12521,28227,24531,52758,115.0,4.2,19029,67.1,23,4,1,5,13,29,14,5,kidnap
9,35,5,1,0,23.907092,90.320819,ashulia,dhaka,dhaka,29.8,26.3,22.8,386,24.5,91.0,7.0,98.0,39.0,2,26877,68458,56808,125266,121.0,4.7,45127,56.1,28,7,3,0,20,39,12,7,murder
11,43,0,0,3,23.931713,90.324937,ashulia,dhaka,dhaka,29.6,27.0,24.4,176,14.3,72.0,9.0,72.0,37.0,2,13706,35417,28595,64012,124.0,4.7,22657,61.2,16,5,1,3,14,24,11,4,kidnap
3,12,6,1,4,23.7207,90.42258,aftabnagar,dhaka,dhaka,34.4,29.6,24.7,143,0.6,66.0,10.0,34.0,41.0,1,18495,47008,38604,85612,122.0,4.6,28922,59.9,26,7,4,4,11,42,19,6,kidnap
3,14,5,1,0,23.912778,90.319857,ashulia,dhaka,dhaka,28.7,25.2,21.6,386,20.2,95.0,6.0,88.0,38.0,1,12360,31727,26504,58231,120.0,4.7,27035,59.4,11,4,2,2,12,27,10,4,bodyfound
7,29,5,1,1,23.719571,90.393279,bangshal,dhaka,dhaka,30.5,27.8,25.2,113,0.3,61.0,10.0,40.0,37.0,2,13693,32919,27211,60130,121.0,4.4,23618,66.6,21,3,1,0,9,25,7,4,rape
6,22,4,0,4,23.728902,90.496674,demra,dhaka,dhaka,36.4,33.7,31.1,116,1.2,62.0,8.0,30.0,43.0,2,19436,43702,35306,79008,124.0,4.1,40978,70.0,27,7,2,1,13,36,19,5,rape
10,40,1,0,4,23.799494,90.427944,cantonment,dhaka,dhaka,32.8,28.5,24.2,116,1.5,70.0,10.0,35.0,40.0,2,27320,66397,56737,123134,117.0,4.5,53951,79.3,57,21,7,2,28,74,20,14,robbery
9,34,5,1,4,23.70843,90.489986,demra,dhaka,dhaka,32.3,28.7,25.0,116,1.6,58.0,9.0,10.0,38.0,2,24297,58513,50103,108616,117.0,4.5,41577,65.4,47,11,5,6,23,64,23,9,robbery
1,6,6,1,0,23.760186,90.355521,mohammadpur,dhaka,dhaka,34.2,30.4,26.6,113,1.3,53.0,8.0,21.0,39.0,3,12638,29680,24718,54398,120.0,4.3,18456,53.9,17,2,4,1,10,17,7,4,rape
6,26,5,1,4,23.728478,90.403769,chawkbazar,dhaka,dhaka,31.8,27.2,22.6,386,30.0,84.0,4.0,83.0,40.0,2,20474,49135,42345,91480,116.0,4.5,49976,59.8,30,8,1,1,11,31,15,6,murder
10,39,3,0,0,23.739758,90.359745,hazaribagh,dhaka,dhaka,30.8,28.0,25.2,143,0.2,59.0,8.0,18.0,37.0,2,20449,46711,37504,84215,125.0,4.1,38765,71.3,50,13,8,4,19,59,23,4,rape
8,31,6,1,0,23.73298,90.403589,buet,dhaka,dhaka,35.0,30.0,25.1,359,37.3,91.0,4.0,95.0,44.0,2,23772,55477,47901,103378,116.0,4.3,35127,61.1,36,10,4,1,18,28,12,6,murder
7,27,6,1,2,23.879046,90.290941,savar,dhaka,dhaka,36.0,32.4,28.9,356,11.1,76.0,8.0,61.0,44.0,2,8553,18594,16140,34734,115.0,4.1,23144,67.4,9,1,4,6,7,23,10,2,assault
3,14,4,0,2,23.713522,90.374262,buet,dhaka,dhaka,31.9,29.3,26.7,116,0.1,69.0,10.0,8.0,39.0,1,31525,76483,63256,139739,121.0,4.4,47103,73.5,55,13,6,3,36,78,31,12,robbery
6,26,4,0,1,23.767157,90.427012,rampura,dhaka,dhaka,35.1,31.0,26.8,116,0.4,70.0,10.0,30.0,42.0,2,23834,56408,47050,103458,120.0,4.3,51364,67.3,44,13,2,4,25,52,29,11,robbery
7,28,0,0,0,23.725924,90.395255,buet,dhaka,dhaka,32.2,27.6,23.0,308,33.4,81.0,5.0,71.0,40.0,2,6750,15726,12839,28565,122.0,4.2,10042,47.3,7,1,3,1,3,10,4,1,bodyfound
5,20,4,0,2,23.719962,90.397759,buet,dhaka,dhaka,36.8,33.5,30.2,176,10.8,84.0,7.0,75.0,45.0,1,23806,56413,45394,101807,124.0,4.3,34617,78.2,64,12,6,4,28,62,21,6,robbery
5,19,2,0,1,23.730335,90.500646,demra,dhaka,dhaka,31.6,29.4,27.2,359,25.6,87.0,5.0,71.0,40.0,1,8975,22990,19044,42034,121.0,4.7,14452,46.0,13,2,1,2,3,11,2,3,bodyfound
11,42,3,0,4,23.806774,90.380048,cantonment,dhaka,dhaka,30.5,25.8,21.1,113,1.7,56.0,9.0,39.0,36.0,2,35602,87059,72865,159924,119.0,4.5,64889,84.7,102,31,16,5,41,93,57,15,robbery
4,17,6,1,4,23.731649,90.357219,hazaribagh,dhaka,dhaka,39.1,36.2,33.4,353,7.6,82.0,8.0,75.0,47.0,1,17646,42382,35895,78277,118.0,4.4,29988,63.8,48,5,1,4,20,45,11,9,assault
5,20,6,1,4,23.914647,90.213569,dhamrai,dhaka,dhaka,33.3,28.9,24.6,359,32.4,92.0,4.0,72.0,42.0,1,16585,40819,34749,75568,117.0,4.6,46840,58.2,16,5,3,1,12,26,10,2,murder
5,22,5,1,0,23.722569,90.406153,chawkbazar,dhaka,dhaka,37.3,34.2,31.2,359,25.1,88.0,5.0,77.0,46.0,1,10313,26456,21444,47900,123.0,4.6,16085,53.4,10,3,1,0,7,10,4,1,bodyfound
7,26,5,1,4,23.732305,90.387956,dhanmondi,dhaka,dhaka,36.3,32.9,29.5,353,13.3,84.0,7.0,71.0,45.0,2,27810,65536,56256,121792,116.0,4.4,48114,71.5,75,17,9,5,25,82,26,11,assault
11,42,2,0,0,23.726891,90.502578,demra,dhaka,dhaka,33.5,30.4,27.3,176,4.4,82.0,8.0,63.0,42.0,2,12305,27083,22496,49579,120.0,4.0,27246,66.3,35,2,3,5,16,22,12,2,kidnap
12,48,1,0,1,23.722711,90.498227,demra,dhaka,dhaka,20.7,16.1,11.5,386,21.9,85.0,3.0,99.0,29.0,3,7298,18545,15781,34326,118.0,4.7,22364,52.5,6,3,1,0,3,11,5,2,bodyfound
7,29,5,1,4,23.89406,90.27707,dhaka university,dhaka,dhaka,34.1,30.2,26.3,359,36.6,84.0,7.0,71.0,43.0,2,18010,45140,38758,83898,116.0,4.7,34383,54.7,21,4,3,1,15,19,12,4,robbery
2,10,2,0,1,23.794992,90.341851,gabtoli,dhaka,dhaka,29.1,25.0,20.9,113,1.9,54.0,10.0,28.0,35.0,3,6477,15615,12898,28513,121.0,4.4,15434,63.2,10,1,1,0,3,6,6,1,rape
5,22,6,1,3,23.773439,90.333505,gabtoli,dhaka,dhaka,30.3,25.5,20.6,353,5.6,76.0,7.0,79.0,38.0,1,8229,20019,16279,36298,123.0,4.4,21588,66.8,20,4,3,3,6,26,8,4,murder
7,27,5,1,4,23.722201,90.396175,bangshal,dhaka,dhaka,27.2,23.5,19.8,386,27.1,81.0,4.0,77.0,35.0,2,22699,58606,50312,108918,116.0,4.8,42407,55.3,32,6,6,1,20,31,17,4,murder
6,26,6,1,0,23.72759,90.404725,chawkbazar,dhaka,dhaka,30.4,25.8,21.3,386,42.9,95.0,7.0,93.0,40.0,2,13184,33173,27722,60895,120.0,4.6,30387,68.3,23,8,0,3,16,34,11,10,murder
5,20,6,1,3,23.723095,90.498776,demra,dhaka,dhaka,37.6,35.0,32.5,176,13.8,82.0,8.0,57.0,46.0,1,6989,18300,15010,33310,122.0,4.8,15420,71.8,8,0,1,3,6,21,6,3,kidnap
5,21,4,0,4,23.780344,90.343111,gabtoli,dhaka,dhaka,36.5,32.6,28.7,113,1.5,57.0,8.0,8.0,42.0,1,7307,16702,14407,31109,116.0,4.3,15359,65.7,11,5,2,3,4,13,5,4,rape
9,38,5,1,4,23.912241,90.313814,ashulia,dhaka,dhaka,32.4,30.4,28.3,359,42.8,86.0,8.0,99.0,41.0,2,19215,48848,41100,89948,119.0,4.7,46325,56.3,30,3,4,3,18,33,13,2,murder
5,18,6,1,2,23.805949,90.442112,badda,dhaka,dhaka,32.8,28.6,24.4,353,16.5,77.0,8.0,47.0,40.0,1,20884,53447,45794,99241,117.0,4.8,51638,68.4,34,13,3,1,21,49,18,12,assault
5,21,5,1,3,23.766559,90.333223,gabtoli,dhaka,dhaka,30.2,26.4,22.5,353,10.4,75.0,8.0,68.0,38.0,1,15064,38992,33156,72148,118.0,4.8,29898,74.6,36,9,3,3,18,41,12,4,assault
7,30,6,1,4,23.734705,90.417601,aftabnagar,dhaka,dhaka,32.5,30.3,28.0,359,40.8,92.0,3.0,73.0,42.0,2,11864,28653,23858,52511,120.0,4.4,26228,55.4,17,2,0,3,8,19,9,4,murder
4,14,5,1,3,23.722393,90.373902,dhanmondi,dhaka,dhaka,38.0,34.8,31.6,356,18.0,71.0,8.0,46.0,45.0,1,15830,38004,31204,69208,122.0,4.4,42100,60.1,29,7,3,3,11,35,11,3,assault
6,26,6,1,0,23.739462,90.353125,hazaribagh,dhaka,dhaka,32.8,28.7,24.6,308,17.8,91.0,7.0,90.0,42.0,2,14450,36218,29334,65552,123.0,4.5,30710,64.7,24,4,3,2,9,24,13,7,murder
12,47,4,0,2,23.71774,90.403722,buet,dhaka,dhaka,30.2,26.8,23.5,113,1.7,51.0,8.0,39.0,35.0,3,28222,64153,51994,116147,123.0,4.1,60568,78.3,76,16,10,6,37,91,42,20,robbery
8,34,6,1,1,23.724959,90.420112,uttarkhan,dhaka,dhaka,38.1,34.1,30.1,353,14.8,81.0,8.0,43.0,46.0,2,17496,43011,34558,77569,124.0,4.4,30032,74.5,47,13,14,6,27,52,17,5,assault
10,42,0,0,2,23.767779,90.356008,mohammadpur,dhaka,dhaka,31.6,27.2,22.7,176,4.2,85.0,8.0,58.0,40.0,2,10490,26153,22211,48364,118.0,4.6,25912,75.8,21,9,2,5,7,22,19,6,robbery
11,43,3,0,1,23.730517,90.367792,hazaribagh,dhaka,dhaka,31.4,27.6,23.9,386,21.7,90.0,5.0,77.0,40.0,2,9896,22557,18508,41065,122.0,4.1,24624,56.1,10,3,2,2,6,15,8,2,bodyfound
8,31,5,1,0,23.928862,90.325232,ashulia,dhaka,dhaka,28.2,25.4,22.6,308,35.9,88.0,6.0,93.0,37.0,2,9981,23887,20380,44267,117.0,4.4,25444,61.9,13,6,4,1,9,17,8,1,bodyfound
8,30,5,1,3,23.816174,90.399737,cantonment,dhaka,dhaka,33.0,28.7,24.5,113,0.5,60.0,8.0,6.0,39.0,2,25322,57928,47003,104931,123.0,4.1,39323,67.6,47,18,12,6,27,62,36,9,robbery
4,17,5,1,2,23.780723,90.336284,gabtoli,dhaka,dhaka,30.3,27.8,25.4,176,10.2,82.0,7.0,77.0,38.0,1,26784,61502,51799,113301,119.0,4.2,54367,71.7,57,17,9,4,29,59,32,13,robbery
5,22,6,1,3,23.737683,90.422334,rampura,dhaka,dhaka,37.6,34.8,31.9,176,12.1,80.0,7.0,47.0,46.0,1,27787,67136,56227,123363,119.0,4.4,52868,78.0,77,28,4,5,43,67,33,10,robbery
6,26,4,0,4,23.745491,90.37063,hazaribagh,dhaka,dhaka,27.8,25.5,23.1,353,6.8,75.0,7.0,63.0,35.0,2,11361,26299,21955,48254,120.0,4.2,21229,63.7,23,5,0,2,7,16,9,4,kidnap
1,5,6,1,3,23.917679,90.311097,ashulia,dhaka,dhaka,29.2,26.1,22.9,176,9.2,81.0,7.0,71.0,37.0,3,14855,35538,29480,65018,121.0,4.4,37652,72.2,29,10,3,5,16,45,21,9,robbery
6,23,6,1,4,23.907811,90.218345,dhamrai,dhaka,dhaka,34.1,29.2,24.3,353,3.6,87.0,7.0,80.0,43.0,2,13662,34976,29841,64817,117.0,4.7,23572,69.9,36,5,4,5,10,37,7,5,kidnap
3,14,6,1,4,23.909693,90.239176,dhamrai,dhaka,dhaka,29.7,26.5,23.3,353,15.5,80.0,6.0,47.0,38.0,1,13171,33512,27303,60815,123.0,4.6,22685,70.5,33,11,1,3,11,20,11,7,kidnap
4,17,5,1,3,23.863999,90.265696,dhaka university,dhaka,dhaka,31.4,28.3,25.1,356,4.6,76.0,8.0,62.0,39.0,1,9319,20155,17391,37546,116.0,4.0,24824,68.0,15,7,2,3,8,20,5,3,assault
7,30,5,1,0,23.92062,90.313024,ashulia,dhaka,dhaka,30.6,27.2,23.9,386,40.6,93.0,7.0,75.0,40.0,2,17315,39008,33644,72652,116.0,4.2,26167,64.6,34,4,3,2,19,35,12,7,bodyfound
11,44,1,0,0,23.7325,90.484607,demra,dhaka,dhaka,36.2,33.5,30.8,143,1.1,58.0,10.0,17.0,42.0,2,23247,52691,42189,94880,125.0,4.1,32525,70.9,50,11,5,4,28,56,25,8,rape
1,2,5,1,4,23.735397,90.386411,buet,dhaka,dhaka,28.4,24.6,20.8,113,0.5,68.0,10.0,37.0,35.0,3,18619,47039,40398,87437,116.0,4.7,29223,72.5,51,8,5,5,25,63,20,6,robbery
4,14,6,1,1,23.876224,90.267091,dhaka university,dhaka,dhaka,29.5,25.8,22.0,359,26.4,88.0,3.0,97.0,38.0,1,7198,16544,13871,30415,119.0,4.2,17263,51.2,7,1,1,1,8,5,4,0,bodyfound
5,21,5,1,4,23.720283,90.397328,chawkbazar,dhaka,dhaka,33.4,30.1,26.7,386,21.5,82.0,8.0,72.0,42.0,1,13662,33208,27397,60605,121.0,4.4,29977,52.5,21,2,3,2,7,15,6,4,murder
4,14,5,1,4,23.763015,90.413829,rampura,dhaka,dhaka,30.4,27.6,24.9,176,18.5,75.0,7.0,58.0,38.0,1,23965,60705,50678,111383,120.0,4.6,66595,66.2,59,10,8,6,29,58,36,7,robbery
6,26,6,1,3,23.759357,90.4093,rampura,dhaka,dhaka,37.8,35.7,33.7,356,5.2,71.0,7.0,66.0,45.0,2,33677,82017,69796,151813,118.0,4.5,56413,73.3,70,20,7,3,32,68,36,10,assault
1,4,6,1,2,23.763752,90.429906,rampura,dhaka,dhaka,31.3,27.6,24.0,116,0.9,56.0,9.0,33.0,37.0,3,27100,69520,57358,126878,121.0,4.7,64604,80.8,65,14,13,4,44,81,32,11,robbery
7,29,5,1,0,23.718023,90.499534,demra,dhaka,dhaka,28.2,24.3,20.4,386,41.4,88.0,7.0,93.0,37.0,2,17878,42992,34763,77755,124.0,4.3,41608,50.9,29,4,3,3,9,24,9,1,murder
6,22,5,1,0,23.906386,90.31975,ashulia,dhaka,dhaka,30.1,26.8,23.6,386,15.5,92.0,3.0,84.0,39.0,2,22676,52352,42950,95302,122.0,4.2,39016,50.2,33,7,3,3,14,36,13,6,murder
11,45,6,1,3,23.900835,90.200163,dhamrai,dhaka,dhaka,30.3,26.8,23.2,176,14.5,85.0,9.0,80.0,39.0,2,30773,70627,59901,130528,118.0,4.2,64583,66.8,62,13,11,7,28,68,40,19,robbery
7,29,3,0,3,23.870839,90.258759,savar,dhaka,dhaka,33.0,28.2,23.4,143,0.2,69.0,9.0,16.0,40.0,2,10135,22661,18601,41262,122.0,4.1,18546,74.6,9,8,2,0,5,19,5,4,kidnap
1,4,1,0,1,23.797723,90.407184,cantonment,dhaka,dhaka,31.2,28.8,26.4,116,1.5,65.0,9.0,13.0,38.0,3,17518,45419,38044,83463,119.0,4.8,47400,71.0,41,10,5,5,28,45,19,10,robbery
2,10,1,0,0,23.757955,90.353751,hazaribagh,dhaka,dhaka,30.5,27.1,23.8,116,1.3,62.0,10.0,21.0,37.0,3,12912,29244,23861,53105,123.0,4.1,29177,62.3,13,4,1,0,3,13,7,1,rape
6,24,6,1,0,23.733747,90.503858,demra,dhaka,dhaka,32.5,27.5,22.5,386,35.0,87.0,8.0,70.0,41.0,2,28101,65701,56825,122526,116.0,4.4,43248,54.1,29,9,3,2,30,49,17,5,murder
11,45,5,1,4,23.728982,90.410096,uttarkhan,dhaka,dhaka,36.8,33.3,29.8,176,6.2,75.0,8.0,45.0,44.0,2,15581,39763,33157,72920,120.0,4.7,27015,84.0,42,8,5,5,25,69,15,10,robbery
4,17,5,1,4,23.800389,90.400498,gulshan,dhaka,dhaka,36.7,32.3,28.0,356,11.7,72.0,7.0,43.0,44.0,1,22159,49714,42619,92333,117.0,4.2,51458,64.5,35,11,3,2,18,45,20,5,assault
12,50,6,1,2,23.777344,90.429773,rampura,dhaka,dhaka,30.3,28.2,26.1,113,0.9,64.0,9.0,37.0,37.0,3,20648,50111,40836,90947,123.0,4.4,50217,81.3,61,13,3,6,26,79,27,7,robbery
12,49,5,1,3,23.704701,90.397981,chawkbazar,dhaka,dhaka,28.4,24.3,20.3,176,14.3,90.0,8.0,43.0,37.0,3,8785,19980,16059,36039,124.0,4.1,20702,55.5,21,4,0,5,8,16,7,1,kidnap
5,18,2,0,3,23.782982,90.342649,gabtoli,dhaka,dhaka,37.4,32.5,27.7,116,0.2,54.0,8.0,37.0,43.0,1,18861,46988,37977,84965,124.0,4.5,40478,72.8,30,12,6,5,21,37,24,7,assault
7,28,3,0,2,23.750569,90.36889,mohammadpur,dhaka,dhaka,31.2,28.8,26.3,176,19.3,87.0,8.0,54.0,40.0,2,28127,68560,56200,124760,122.0,4.4,60454,76.0,70,28,6,4,28,72,29,18,robbery
7,28,4,0,0,23.865602,90.255378,savar,dhaka,dhaka,27.8,25.7,23.7,353,8.6,89.0,7.0,77.0,37.0,2,13667,35892,29152,65044,123.0,4.8,39319,59.2,24,6,4,2,12,14,9,1,kidnap
7,30,2,0,1,23.72812,90.369471,dhanmondi,dhaka,dhaka,36.5,32.7,29.0,113,1.6,50.0,9.0,13.0,42.0,2,14033,31511,27189,58700,116.0,4.2,21726,55.1,15,4,1,0,8,11,13,3,rape
10,38,6,1,4,23.721381,90.496503,demra,dhaka,dhaka,31.1,27.0,23.0,143,1.4,51.0,9.0,3.0,36.0,2,10838,23642,20536,44178,115.0,4.1,19770,56.7,18,2,3,3,11,15,4,5,kidnap
5,21,2,0,3,23.793616,90.417039,gulshan,dhaka,dhaka,36.1,32.8,29.4,113,1.7,66.0,9.0,14.0,43.0,1,17748,45383,38835,84218,117.0,4.7,52635,83.4,46,11,5,5,35,67,21,6,robbery
5,18,0,0,2,23.81306,90.408199,gulshan,dhaka,dhaka,37.1,32.8,28.6,113,1.8,67.0,9.0,6.0,44.0,1,41193,97853,82219,180072,119.0,4.4,65940,84.8,117,45,15,8,54,184,68,25,robbery
7,26,1,0,3,23.802561,90.446184,badda,dhaka,dhaka,32.8,28.8,24.9,113,1.0,59.0,9.0,18.0,39.0,2,36099,89151,76005,165156,117.0,4.6,62508,78.7,90,27,11,5,46,102,41,23,robbery
9,34,3,0,0,23.731029,90.402292,bangshal,dhaka,dhaka,29.5,25.3,21.2,353,16.4,83.0,7.0,43.0,38.0,2,19588,44955,38936,83891,115.0,4.3,30292,60.0,34,10,3,2,17,37,10,4,kidnap
7,26,5,1,4,23.75657,90.411732,rampura,dhaka,dhaka,33.9,29.1,24.4,356,9.0,85.0,9.0,45.0,42.0,2,18397,39836,33939,73775,117.0,4.0,33359,69.4,29,9,1,2,19,38,14,9,assault
9,38,5,1,0,23.736671,90.367293,hazaribagh,dhaka,dhaka,32.4,28.9,25.4,308,42.8,84.0,7.0,94.0,41.0,2,10188,26544,22012,48556,121.0,4.8,24545,46.7,10,4,1,0,5,11,6,1,bodyfound
6,25,5,1,3,23.73789,90.359003,hazaribagh,dhaka,dhaka,32.0,30.0,27.9,356,8.1,75.0,7.0,70.0,39.0,2,26709,58065,49055,107120,118.0,4.0,40391,78.4,60,12,8,4,30,43,23,14,assault
7,27,5,1,3,23.74309,90.358294,hazaribagh,dhaka,dhaka,38.5,35.1,31.7,176,8.5,82.0,8.0,63.0,47.0,2,29091,66028,56983,123011,116.0,4.2,48269,77.8,64,19,6,4,31,68,35,8,assault
4,16,5,1,1,23.789347,90.439953,badda,dhaka,dhaka,34.6,31.8,29.1,353,19.2,76.0,6.0,65.0,42.0,1,25156,62283,50826,113109,123.0,4.5,42972,64.2,61,19,7,6,39,57,30,13,assault
9,36,5,1,4,23.749179,90.413689,aftabnagar,dhaka,dhaka,36.3,32.5,28.8,356,10.3,76.0,8.0,55.0,44.0,2,17899,45641,37938,83579,120.0,4.7,54160,60.6,37,4,3,3,18,42,18,4,assault
3,10,3,0,3,23.794463,90.45723,badda,dhaka,dhaka,37.5,32.9,28.3,176,10.8,78.0,7.0,51.0,45.0,1,33665,83628,72301,155929,116.0,4.6,52670,66.2,85,18,6,6,37,101,34,14,robbery
8,31,5,1,1,23.718427,90.354649,hazaribagh,dhaka,dhaka,31.4,28.6,25.8,116,1.8,53.0,8.0,11.0,37.0,2,12426,30482,25461,55943,120.0,4.5,33208,71.2,23,3,2,0,9,13,12,2,rape
7,27,0,0,3,23.801763,90.406854,cantonment,dhaka,dhaka,31.8,28.6,25.5,116,2.0,60.0,9.0,29.0,38.0,2,43373,112292,91441,203733,123.0,4.7,68276,83.1,138,38,26,6,70,158,65,21,robbery
7,26,5,1,4,23.928659,90.334487,ashulia,dhaka,dhaka,30.3,26.9,23.5,308,37.3,93.0,5.0,71.0,40.0,2,10424,24397,20073,44470,122.0,4.3,29041,60.8,17,1,3,2,6,22,7,5,murder
10,42,5,1,0,23.797189,90.419531,gulshan,dhaka,dhaka,37.4,33.9,30.4,113,1.5,51.0,9.0,27.0,43.0,2,8358,20266,17523,37789,116.0,4.5,19002,74.3,18,4,1,1,8,14,7,4,rape
